project	dataset	shred	module-name	gene	rank	score	difference	mean	scope	depth	disease	tissue	cell_class	celltype
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	EFCAB1	40	417.11041	6.037083	6.045528	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	KIAA2012	78	323.420337	5.926327	5.956565	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	DRC1	41	403.878641	5.923341	5.933402	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	HHLA2	66	343.641589	5.767291	5.788789	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	AC013470.2	48	382.450656	5.750786	5.761043	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	TTLL9	88	307.90564	5.665512	5.701729	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	C11orf16	42	402.641363	5.692547	5.697645	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	TMEM212	50	379.469722	5.657357	5.665168	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	AC007906.2	95	298.490943	5.620056	5.658741	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CCDC187	52	373.641638	5.474793	5.482776	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	TTC34	77	324.817113	5.341484	5.360397	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CFAP74	89	305.617679	5.288687	5.316584	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	C1orf87	62	350.222492	5.251394	5.259428	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	TTLL10	69	335.906207	5.125821	5.137058	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CFAP65	60	359.415128	5.126348	5.131645	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	PRR29	75	326.466808	5.046611	5.059835	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CDHR4	68	336.450471	4.88482	4.890822	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	C9orf135	76	325.549887	4.798225	4.803724	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	DYNLRB2	81	320.284562	4.793409	4.80259	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	TSPAN19	71	330.428017	4.781826	4.783675	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CERKL	99	295.778093	4.74928	4.766421	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	CCDC114	98	297.763857	4.562377	4.574218	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	FAM92B	93	302.77155	4.429262	4.435421	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	LDLRAD1	94	301.661396	4.403036	4.408028	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Ciliated|lung	C7orf57	97	298.149459	4.163482	4.167266	COVID-19_lung	2	COVID-19	lung	Epithelial_ciliated	Ciliated
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-CO2	8	66.592857	7.118769	10.93091	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ATP6	7	67.233203	6.97159	10.478512	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND3	12	64.625794	6.682766	10.180243	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-CO3	15	63.343204	6.533026	10.034304	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-CO1	9	65.799157	6.615695	9.884103	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND4	10	65.560372	6.321555	9.272104	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SAT1	49	44.007157	4.329965	8.993252	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	FMNL2	75	36.506768	3.699696	8.872929	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND2	13	63.952703	6.0684	8.832094	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	PLXDC2	76	36.471843	3.775021	8.452107	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-CYB	17	61.759368	5.570462	8.108046	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	RBM47	37	47.491545	4.44244	8.01698	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	ZEB2	61	40.742921	4.007863	7.991632	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CTSB	6	68.777735	5.643377	7.846885	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	FMN1	23	53.314322	4.678602	7.510709	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	RASGEF1B	63	40.693942	4.147122	7.507424	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND1	21	55.549263	4.98279	7.401521	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SLC8A1	24	53.042346	4.717922	7.32943	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MRC1	4	72.065359	5.371731	6.964172	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CD163	1	75.782958	5.466811	6.954152	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	DMXL2	33	48.589758	4.146719	6.920768	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	GLUL	25	52.910779	4.463951	6.906909	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	PDE4B	39	47.383133	4.179064	6.849937	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SLC11A1	19	59.084482	4.769752	6.667545	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	PSAP	35	48.448889	4.090729	6.614729	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SLCO2B1	3	72.816515	5.089361	6.577483	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	TNS3	92	33.913106	3.088085	6.577008	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	FTL	64	39.954379	3.705767	6.417238	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	DOCK8	68	39.383652	3.479004	6.368555	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND5	18	59.570823	4.531843	6.287462	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	KCNMA1	16	63.023541	4.566066	6.081344	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	DOCK2	45	44.632659	3.69262	5.967918	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MTRNR2L12	31	50.06938	3.928345	5.76573	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	ACSL1	69	39.371096	3.310669	5.730816	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CCDC88A	73	37.300445	3.083653	5.686225	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	FYB1	32	49.567032	3.798919	5.666508	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	STAB1	2	75.300025	4.571376	5.614846	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	TBXAS1	47	44.370953	3.491341	5.534567	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MS4A6A	5	69.186497	4.368237	5.516984	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	TYMP	54	42.358058	3.329906	5.515839	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MERTK	20	57.329003	3.781703	5.122482	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	GRB2	89	34.001694	2.710536	5.097737	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SRGN	53	42.528602	3.212453	5.017925	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	NPL	22	53.866204	3.522781	4.878952	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	TPRG1	65	39.63087	2.966578	4.773277	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MT-ND4L	43	45.464459	3.210955	4.668338	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SIGLEC1	11	65.014496	3.696962	4.633855	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	PIK3R5	50	43.544386	3.049288	4.587006	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	KYNU	56	41.824504	2.961715	4.469675	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	DHFR	42	46.803564	3.068788	4.354164	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CIITA	95	33.506807	2.459036	4.311012	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MSR1	41	46.835908	2.988729	4.166037	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SLC1A3	29	51.249331	3.079359	4.135026	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	MYO1F	77	36.257418	2.539365	4.102216	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CTSS	67	39.575327	2.635246	4.092819	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	LCP2	94	33.56163	2.335926	3.915605	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	SYK	82	35.759048	2.392942	3.891817	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CTSL	51	43.418546	2.706972	3.864254	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	C1QA	14	63.818251	3.186583	3.850202	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	ALOX5	59	41.106245	2.569151	3.756045	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	ADAP2	26	52.288078	2.853472	3.753635	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	LAPTM5	44	45.003215	2.656321	3.695218	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	CTSZ	60	41.061199	2.498447	3.668789	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	RASSF4	40	47.024203	2.645954	3.630703	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	AC105402.3	83	35.548983	2.382081	3.623283	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Macrophage_metabolically_active|lung	TGFBI	34	48.578696	2.680112	3.574643	COVID-19_lung	2	COVID-19	lung	Myeloid	Macrophage metabolically active
